days,pop_chronic,pop_chronic_flow,pop_2nd,pop_2nd_flow,pop_3rd,pop_3rd_flow,pop,pop_flow,pop9_flow,pop9,pop8_flow,pop8,pop7_flow,pop7,pop6_flow,pop6,pop5_flow,pop5,pop4_flow,pop4,pop3_flow,pop3,pop2_flow,pop2,pop1_flow,pop1
45.86186186,0.2,0.361704943,0.001,0.001808432,0.001,0.001808432,0.024408337,0.08540471,0.001808432,0.001,0.001808432,0.001,0.001808432,0.001,0.001808432,0.001,0.001808432,0.001,0.001808432,0.001,0.001808432,0.001,77.36084632,27.23355526,2.722046947,0.736515473
46.02802803,0.2,0.363010585,0.001,0.001814961,0.001,0.001814961,0.023607132,0.082846406,0.001814961,0.001,0.001814961,0.001,0.001814961,0.001,0.001814961,0.001,0.001814961,0.001,0.001814961,0.001,0.001814961,0.001,76.64809637,26.36169095,2.63402261,0.710431552
46.19419419,0.2,0.36431956,0.001,0.001821505,0.001,0.001821505,0.022832881,0.080350726,0.001821505,0.001,0.001821505,0.001,0.001821505,0.001,0.001821505,0.001,0.001821505,0.001,0.001821505,0.001,0.001821505,0.001,75.80306151,25.51031446,2.548859901,0.685287668
46.36036036,0.2,0.365631868,0.001,0.001828067,0.001,0.001828067,0.022084657,0.077930356,0.001828067,0.001,0.001828067,0.001,0.001828067,0.001,0.001828067,0.001,0.001828067,0.001,0.001828067,0.001,0.001828067,0.001,74.84330187,24.67974342,2.466478033,0.661049485
46.52652653,0.2,0.366947506,0.001,0.001834645,0.001,0.001834645,0.021361563,0.075583407,0.001834645,0.001,0.001834645,0.001,0.001834645,0.001,0.001834645,0.001,0.001834645,0.001,0.001834645,0.001,0.001834645,0.001,73.78152152,23.87018094,2.386801916,0.637683945
46.69269269,0.2,0.368266474,0.001,0.001841239,0.001,0.001841239,0.020662738,0.073308168,0.001841239,0.001,0.001841239,0.001,0.001841239,0.001,0.001841239,0.001,0.001841239,0.001,0.001841239,0.001,0.001841239,0.001,72.63412861,23.08173021,2.30974671,0.615159192
46.85885886,0.2,0.369588768,0.001,0.001847851,0.001,0.001847851,0.019987347,0.071103112,0.001847851,0.001,0.001847851,0.001,0.001847851,0.001,0.001847851,0.001,0.001847851,0.001,0.001847851,0.001,0.001847851,0.001,71.41155158,22.31440754,2.235231834,0.593444552
47.02502503,0.2,0.370914389,0.001,0.001854479,0.001,0.001854479,0.019334587,0.068966897,0.001854479,0.001,0.001854479,0.001,0.001854479,0.001,0.001854479,0.001,0.001854479,0.001,0.001854479,0.001,0.001854479,0.001,70.126448,21.56815378,2.163164994,0.572510469
47.19119119,0.2,0.372243333,0.001,0.001861123,0.001,0.001861123,0.018703682,0.066898374,0.001861123,0.001,0.001861123,0.001,0.001861123,0.001,0.001861123,0.001,0.001861123,0.001,0.001861123,0.001,0.001861123,0.001,68.78932735,20.84284461,2.093428861,0.552328486
47.35735736,0.2,0.373575598,0.001,0.001867784,0.001,0.001867784,0.018093881,0.064896585,0.001867784,0.001,0.001867784,0.001,0.001867784,0.001,0.001867784,0.001,0.001867784,0.001,0.001867784,0.001,0.001867784,0.001,67.40965741,20.13829951,2.025971344,0.532871181
47.52352352,0.2,0.374911184,0.001,0.001874462,0.001,0.001874462,0.017504466,0.062960773,0.001874462,0.001,0.001874462,0.001,0.001874462,0.001,0.001874462,0.001,0.001874462,0.001,0.001874462,0.001,0.001874462,0.001,65.99609591,19.45428974,1.960717604,0.51411215
47.68968969,0.2,0.376250087,0.001,0.001881156,0.001,0.001881156,0.016934737,0.061090378,0.001881156,0.001,0.001881156,0.001,0.001881156,0.001,0.001881156,0.001,0.001881156,0.001,0.001881156,0.001,0.001881156,0.001,64.55674812,18.79054547,1.897596181,0.496025952
47.85585586,0.2,0.377592306,0.001,0.001887867,0.001,0.001887867,0.016384023,0.059282702,0.001887867,0.001,0.001887867,0.001,0.001887867,0.001,0.001887867,0.001,0.001887867,0.001,0.001887867,0.001,0.001887867,0.001,63.09809907,18.14676204,1.836539094,0.478588092
48.02202202,0.2,0.378937838,0.001,0.001894595,0.001,0.001894595,0.015851672,0.057508378,0.001894595,0.001,0.001894595,0.001,0.001894595,0.001,0.001894595,0.001,0.001894595,0.001,0.001894595,0.001,0.001894595,0.001,61.62688109,17.52260563,1.777463171,0.461774963
48.18818819,0.2,0.380286681,0.001,0.001901339,0.001,0.001901339,0.015337056,0.055788165,0.001901339,0.001,0.001901339,0.001,0.001901339,0.001,0.001901339,0.001,0.001901339,0.001,0.001901339,0.001,0.001901339,0.001,60.14955395,16.91771798,1.720308363,0.44556384
48.35435435,0.2,0.381638833,0.001,0.001908099,0.001,0.001908099,0.01483957,0.054120793,0.001908099,0.001,0.001908099,0.001,0.001908099,0.001,0.001908099,0.001,0.001908099,0.001,0.001908099,0.001,0.001908099,0.001,58.66948328,16.33172084,1.665016232,0.429932821
48.52052052,0.2,0.38299429,0.001,0.001914877,0.001,0.001914877,0.014358635,0.052505107,0.001914877,0.001,0.001914877,0.001,0.001914877,0.001,0.001914877,0.001,0.001914877,0.001,0.001914877,0.001,0.001914877,0.001,57.19271703,15.76421991,1.61152867,0.414860821
48.68668669,0.2,0.384353051,0.001,0.00192167,0.001,0.00192167,0.013893687,0.050940083,0.00192167,0.001,0.00192167,0.001,0.00192167,0.001,0.00192167,0.001,0.00192167,0.001,0.00192167,0.001,0.00192167,0.001,55.72214957,15.21480833,1.559790937,0.40032752
48.85285285,0.2,0.385715113,0.001,0.00192848,0.001,0.00192848,0.013444181,0.049424817,0.00192848,0.001,0.00192848,0.001,0.00192848,0.001,0.00192848,0.001,0.00192848,0.001,0.00192848,0.001,0.00192848,0.001,54.2625036,14.6830696,1.509742462,0.386313354
49.01901902,0.2,0.387080473,0.001,0.001935307,0.001,0.001935307,0.013009592,0.04795854,0.001935307,0.001,0.001935307,0.001,0.001935307,0.001,0.001935307,0.001,0.001935307,0.001,0.001935307,0.001,0.001935307,0.001,52.81596398,14.16857957,1.461313721,0.372799469
49.18518519,0.2,0.388449128,0.001,0.00194215,0.001,0.00194215,0.012589413,0.04654061,0.00194215,0.001,0.00194215,0.001,0.00194215,0.001,0.00194215,0.001,0.00194215,0.001,0.00194215,0.001,0.00194215,0.001,51.38604428,13.67090929,1.414467577,0.359767714
49.35135135,0.2,0.389821076,0.001,0.001949013,0.001,0.00194901,0.012183154,0.045170521,0.00194901,0.001,0.00194901,0.001,0.00194901,0.001,0.00194901,0.001,0.00194901,0.001,0.00194901,0.001,0.001949035,0.001,49.97441855,13.18962755,1.369157152,0.347200594
49.51751752,0.2,0.391196312,0.001,0.001955895,0.001,0.001955887,0.011790343,0.043847904,0.001955887,0.001,0.001955887,0.001,0.001955887,0.001,0.001955887,0.001,0.001955887,0.001,0.001955887,0.001,0.001955946,0.001,48.58354565,12.72430212,1.325338585,0.335081267
49.68368368,0.2,0.392574835,0.001,0.001962793,0.001,0.00196278,0.011410524,0.042572527,0.00196278,0.001,0.00196278,0.001,0.00196278,0.001,0.00196278,0.001,0.00196278,0.001,0.00196278,0.001,0.001962894,0.001022423,47.21355422,12.27450134,1.282971118,0.323393501
49.84984985,0.2,0.393956641,0.001,0.001969707,0.001,0.00196969,0.011043259,0.041325848,0.00196969,0.001,0.00196969,0.001,0.00196969,0.001,0.00196969,0.001,0.00196969,0.001,0.00196969,0.001,0.001969936,0.001180331,45.86672074,11.83979552,1.241966328,0.312121667
50.01601602,0.2,0.395341726,0.001,0.001976638,0.001,0.001976616,0.010688124,0.040111423,0.001976616,0.001,0.001976616,0.001,0.001976616,0.001,0.001976616,0.001,0.001976616,0.001,0.001976616,0.001,0.001977319,0.001462793,44.54548567,11.41975819,1.202295619,0.301250703
50.18218218,0.2,0.396730088,0.001,0.001983586,0.001,0.001983558,0.010344708,0.038934653,0.001983558,0.001,0.001983558,0.001,0.001983558,0.001,0.001983558,0.001,0.001983558,0.001,0.001983558,0.001,0.001984954,0.001878656,43.25083285,11.01396709,1.163922971,0.290766106
50.34834835,0.2,0.398121723,0.001,0.001990549,0.001,0.001990517,0.010012613,0.037794555,0.001990517,0.001,0.001990517,0.001,0.001990517,0.001,0.001990517,0.001,0.001990517,0.001,0.001990517,0.001,0.001993541,0.002453023,41.98101968,10.62200498,1.126808371,0.280653899
50.51451451,0.2,0.399516627,0.001,0.001997529,0.001,0.001997492,0.009691456,0.036690215,0.001997492,0.001,0.001997492,0.001,0.001997492,0.001,0.001997492,0.001,0.001997492,0.001,0.001997492,0.001,0.002004115,0.00322677,40.73902651,10.24346047,1.090913947,0.270900624
50.68068068,0.2,0.400914797,0.001,0.002004526,0.001,0.002004484,0.009380868,0.035620791,0.002004484,0.001,0.002004484,0.001,0.002004484,0.001,0.002004484,0.001,0.002004484,0.001,0.002004484,0.001,0.002017392,0.00425838,39.52611043,9.877928626,1.056188977,0.26149331
50.84684685,0.2,0.402316229,0.001,0.002011539,0.001,0.002011491,0.009080495,0.034585515,0.002011491,0.001,0.002011491,0.001,0.002011491,0.001,0.002011491,0.001,0.002011491,0.001,0.002011491,0.001,0.002036058,0.005627729,38.34041597,9.525011475,1.02257258,0.252419467
51.01301301,0.2,0.403720919,0.001,0.002018566,0.001,0.002018515,0.00878999,0.033583693,0.002018515,0.001,0.002018515,0.001,0.002018515,0.001,0.002018515,0.001,0.002018515,0.001,0.002018515,0.001,0.002063852,0.007441932,37.1824452,9.184318531,0.990045068,0.243667057
51.17917918,0.2,0.405128864,0.001,0.002025608,0.001,0.002025556,0.008509024,0.032614704,0.002025556,0.001,0.002025556,0.001,0.002025556,0.001,0.002025556,0.001,0.002025556,0.001,0.002025556,0.001,0.002104279,0.009843523,36.05339664,8.855467155,0.958570102,0.235224489
51.34534535,0.2,0.406540059,0.001,0.002032667,0.001,0.002032612,0.008237278,0.031678007,0.002032612,0.001,0.002032612,0.001,0.002032612,0.001,0.002032612,0.001,0.002032612,0.001,0.002032612,0.001,0.002162997,0.013021475,34.95328246,8.538082773,0.928112959,0.22708059
51.51151151,0.2,0.407954501,0.001,0.002039742,0.001,0.002039685,0.007974442,0.030773139,0.002039685,0.001,0.002039685,0.001,0.002039685,0.001,0.002039685,0.001,0.002039685,0.001,0.002039685,0.001,0.002248496,0.017225982,33.88017614,8.231799096,0.898640558,0.219224602
51.67767768,0.2,0.409372184,0.001,0.002046833,0.001,0.002046774,0.007720216,0.029894965,0.002046774,0.001,0.002046774,0.001,0.002046774,0.001,0.002046774,0.001,0.002046774,0.001,0.002046774,0.001,0.00237398,0.022788055,32.83518431,7.936258343,0.870118252,0.211646154
51.84384384,0.2,0.410793106,0.001,0.00205394,0.001,0.00205388,0.00747431,0.029035293,0.00205388,0.001,0.00205388,0.001,0.00205388,0.001,0.00205388,0.001,0.00205388,0.001,0.00205388,0.001,0.002555265,0.030145426,31.81831749,7.651111393,0.84250834,0.204335262
52.01001001,0.2,0.412217261,0.001,0.002061064,0.001,0.002061001,0.007236444,0.028201187,0.002061001,0.001,0.002061001,0.001,0.002061001,0.001,0.002061001,0.001,0.002061001,0.001,0.002061001,0.001,0.002814196,0.039876735,30.82857401,7.37601785,0.815786216,0.197282299
52.17617618,0.2,0.413644646,0.001,0.002068204,0.001,0.002068139,0.007006346,0.02739176,0.002068139,0.001,0.002068139,0.001,0.002068139,0.001,0.002068139,0.001,0.002068139,0.001,0.002068139,0.001,0.003178854,0.052746654,29.86555302,7.110646053,0.789923803,0.190477996
52.34234234,0.2,0.415075255,0.001,0.00207536,0.001,0.002075292,0.006783754,0.026606164,0.002075292,0.001,0.002075292,0.001,0.002075292,0.001,0.002075292,0.001,0.002075292,0.001,0.002075292,0.001,0.003688182,0.069765256,28.92926512,6.854673114,0.76489465,0.183913417
52.50850851,0.2,0.416509085,0.001,0.002082532,0.001,0.002082462,0.006568421,0.025843592,0.002082462,0.001,0.002082462,0.001,0.002082462,0.001,0.002082462,0.001,0.002082462,0.001,0.002082462,0.001,0.004389556,0.092266053,28.01928445,6.60778489,0.740673961,0.177579958
52.67467467,0.2,0.41794613,0.001,0.002089718,0.001,0.002089648,0.006360105,0.025103277,0.002089648,0.001,0.002089648,0.001,0.002089648,0.001,0.002089648,0.001,0.002089648,0.001,0.002089648,0.001,0.005341071,0.122008346,27.13449112,6.369675949,0.717234765,0.171469324
52.84084084,0.2,0.419386385,0.001,0.00209692,0.001,0.00209685,0.006158574,0.024384494,0.00209685,0.001,0.00209685,0.001,0.00209685,0.001,0.00209685,0.001,0.00209685,0.001,0.00209685,0.001,0.006630536,0.161311004,26.2749975,6.140049489,0.694542464,0.165573525
53.00700701,0.2,0.420829847,0.001,0.002104139,0.001,0.002104068,0.005963601,0.023686561,0.002104068,0.001,0.002104068,0.001,0.002104068,0.001,0.002104068,0.001,0.002104068,0.001,0.002104068,0.001,0.008369622,0.213226718,25.44040718,5.918617252,0.672582925,0.159884861
53.17317317,0.2,0.422276509,0.001,0.002111373,0.001,0.002111302,0.005774973,0.023008839,0.002111302,0.001,0.002111302,0.001,0.002111302,0.001,0.002111302,0.001,0.002111302,0.001,0.002111302,0.001,0.010706842,0.2817677,24.63031563,5.705099421,0.651335493,0.154395915
53.33933934,0.2,0.423726367,0.001,0.002118623,0.001,0.002118552,0.005592478,0.022350734,0.002118552,0.001,0.002118552,0.001,0.002118552,0.001,0.002118552,0.001,0.002118552,0.001,0.002118552,0.001,0.013838791,0.372195905,23.84430993,5.499224498,0.630781051,0.149099536
53.50550551,0.2,0.425179416,0.001,0.002125889,0.001,0.002125818,0.005415904,0.021711696,0.002125818,0.001,0.002125818,0.001,0.002125818,0.001,0.002125818,0.001,0.002125818,0.001,0.002125818,0.001,0.018025519,0.491392584,23.08136548,5.300729181,0.610902057,0.143988837
53.67167167,0.2,0.42663565,0.001,0.002133172,0.001,0.0021331,0.005245052,0.021088862,0.0021331,0.001,0.0021331,0.001,0.0021331,0.001,0.0021331,0.001,0.0021331,0.001,0.0021331,0.001,0.023616091,0.64832238,22.34121902,5.109358225,0.591675046,0.13905718
53.83783784,0.2,0.428095064,0.001,0.00214047,0.001,0.002140398,0.005079733,0.020483258,0.002140398,0.001,0.002140398,0.001,0.002140398,0.001,0.002140398,0.001,0.002140398,0.001,0.002140398,0.001,0.031055352,0.854605029,21.62336132,4.924864269,0.573048932,0.134298169
54.004004,0.2,0.429557653,0.001,0.002147784,0.001,0.002147711,0.004919762,0.01989444,0.002147711,0.001,0.002147711,0.001,0.002147711,0.001,0.002147711,0.001,0.002147711,0.001,0.002147711,0.001,0.040950762,1.125200071,20.92725727,4.747007706,0.555026221,0.129705639
54.17017017,0.2,0.431023411,0.001,0.002155113,0.001,0.002155041,0.004764962,0.019321927,0.002155041,0.001,0.002155041,0.001,0.002155041,0.001,0.002155041,0.001,0.002155041,0.001,0.002155041,0.001,0.054101766,1.479192773,20.2523494,4.575556505,0.537588792,0.12527365
54.33633634,0.2,0.432492333,0.001,0.00216251,0.001,0.002162386,0.004615168,0.018765277,0.002162386,0.001,0.002162386,0.001,0.002162386,0.001,0.002162386,0.001,0.002162386,0.001,0.002162386,0.001,0.071566218,1.940636321,19.59808571,4.410286031,0.520719518,0.120996477
54.5025025,0.2,0.433964412,0.001,0.00216994,0.001,0.002169748,0.004470217,0.018224096,0.002169748,0.001,0.002169748,0.001,0.002169748,0.001,0.002169748,0.001,0.002169748,0.001,0.002169748,0.001,0.094748576,2.539347043,18.96390074,4.250978893,0.504402281,0.116868605
54.66866867,0.2,0.435439644,0.001,0.002177387,0.001,0.002177124,0.004329942,0.017698029,0.002177124,0.001,0.002177124,0.001,0.002177124,0.001,0.002177124,0.001,0.002177124,0.001,0.002177124,0.001,0.12550282,3.311455874,18.34921824,4.097424761,0.488618256,0.112884716
54.83483483,0.2,0.436918022,0.001,0.00218485,0.001,0.002184517,0.004194189,0.017186769,0.002184517,0.001,0.002184517,0.001,0.002184517,0.001,0.002184517,0.001,0.002184517,0.001,0.002184517,0.001,0.166274053,4.299383869,17.75375004,3.949420198,0.473325142,0.109039686
55.001001,0.2,0.438399539,0.001,0.002192329,0.001,0.002191925,0.004062811,0.016690053,0.002191925,0.001,0.002191925,0.001,0.002191925,0.001,0.002191925,0.001,0.002191925,0.001,0.002191925,0.001,0.22029458,5.550736408,17.17686446,3.806768488,0.458521571,0.105328576
55.16716717,0.2,0.439884192,0.001022423,0.002199928,0.001,0.00219935,0.00393566,0.016207664,0.00219935,0.001,0.00219935,0.001,0.00219935,0.001,0.00219935,0.001,0.00219935,0.001,0.00219935,0.001,0.291803257,7.115443479,16.61797376,3.669279434,0.444190621,0.101746628
55.33333333,0.2,0.441371972,0.001180331,0.002207581,0.001,0.002206789,0.003812598,0.015739435,0.002206789,0.001,0.002206789,0.001,0.002206789,0.001,0.002206789,0.001,0.002206789,0.001,0.002206789,0.001,0.386374128,9.040413033,16.07651151,3.536769216,0.430315966,0.098289253
55.4994995,0.2,0.442862873,0.001462793,0.002215518,0.001,0.002214245,0.003693491,0.015281467,0.002214245,0.001,0.002214245,0.001,0.002214245,0.001,0.002214245,0.001,0.002214245,0.001,0.002214245,0.001,0.511277368,11.36120283,15.55228093,3.409060182,0.416881883,0.09495203
55.66566567,0.2,0.444356891,0.001878656,0.002224025,0.001,0.002221715,0.003578207,0.014833521,0.002221715,0.001,0.002221715,0.001,0.002221715,0.001,0.002221715,0.001,0.002221715,0.001,0.002221715,0.001,0.675972041,14.09101241,15.04468556,3.285980696,0.403873342,0.091730698
55.83183183,0.2,0.445854017,0.002453023,0.002233626,0.001,0.002229202,0.003466619,0.014397723,0.002229202,0.001,0.002229202,0.001,0.002229202,0.001,0.002229202,0.001,0.002229202,0.001,0.002229202,0.001,0.892669884,17.20878142,14.55314128,3.16736496,0.391276782,0.088621149
55.997998,0.2,0.447354245,0.00322677,0.002244916,0.001,0.002236704,0.003358606,0.013973907,0.002236704,0.001,0.002236704,0.001,0.002236704,0.001,0.002236704,0.001,0.002236704,0.001,0.002236704,0.001,1.176997491,20.65008578,14.07711083,3.053052835,0.379078018,0.085619423
56.16416416,0.2,0.448857569,0.00425838,0.002261013,0.001,0.002244221,0.003254052,0.013561948,0.002244221,0.001,0.002244221,0.001,0.002244221,0.001,0.002244221,0.001,0.002244221,0.001,0.002244221,0.001,1.548791059,24.30575317,13.61643304,2.942889692,0.367264045,0.082721704
56.33033033,0.2,0.450363982,0.005627729,0.002281047,0.001,0.002251754,0.003152843,0.013161763,0.002251754,0.001,0.002251754,0.001,0.002251754,0.001,0.002251754,0.001,0.002251754,0.001,0.002251754,0.001,2.032720843,28.03204196,13.17058058,2.836726221,0.355822547,0.079924312
56.4964965,0.2,0.451873478,0.007441932,0.002311288,0.001,0.002259302,0.00305487,0.012773313,0.002259302,0.001,0.002259302,0.001,0.002259302,0.001,0.002259302,0.001,0.002259302,0.001,0.002259302,0.001,2.659117521,31.6719437,12.73898693,2.734418302,0.344741915,0.077223703
56.66266266,0.2,0.453386048,0.009843523,0.002355062,0.001,0.002266866,0.002960029,0.012396603,0.002266866,0.001,0.002266866,0.001,0.002266866,0.001,0.002266866,0.001,0.002266866,0.001,0.002266866,0.001,3.464476643,35.08134063,12.32115285,2.635826804,0.334011068,0.074616455
56.82882883,0.2,0.454901687,0.013021475,0.002419165,0.001,0.002274445,0.002868214,0.012031684,0.002274445,0.001,0.002274445,0.001,0.002274445,0.001,0.002274445,0.001,0.002274445,0.001,0.002274445,0.001,4.491010981,38.15049071,11.91684651,2.540817476,0.323611793,0.072099275
56.99499499,0.2,0.456420387,0.017225982,0.002513261,0.001,0.00228204,0.002779326,0.011678649,0.00228204,0.001,0.00228204,0.001,0.00228204,0.001,0.00228204,0.001,0.00228204,0.001,0.00228204,0.001,5.786271948,40.81371983,11.52567207,2.449260745,0.313539324,0.069668983
57.16116116,0.2,0.457942141,0.022788055,0.002652107,0.001,0.002289649,0.002693271,0.01133764,0.002289649,0.001,0.002289649,0.001,0.002289649,0.001,0.002289649,0.001,0.002289649,0.001,0.002289649,0.001,7.403112043,43.04669898,11.14716729,2.361031615,0.303784339,0.067322519
57.32732733,0.2,0.459466942,0.030145426,0.002854558,0.001,0.002297274,0.002609955,0.011008846,0.002297274,0.001,0.002297274,0.001,0.002297274,0.001,0.002297274,0.001,0.002297274,0.001,0.002297274,0.001,9.392079809,44.85618434,10.78094375,2.276009467,0.29433824,0.065056928
57.49349349,0.2,0.460994781,0.039876735,0.003142535,0.001,0.002304914,0.002529287,0.010692503,0.002304914,0.001,0.002304914,0.001,0.002304914,0.001,0.002304914,0.001,0.002304914,0.001,0.002304914,0.001,11.79691038,46.26823082,10.4266265,2.194077976,0.285193166,0.062869363
57.65965966,0.2,0.462525653,0.052746654,0.003546543,0.001,0.002312569,0.002451184,0.010388895,0.002312569,0.001,0.002312569,0.001,0.002312569,0.001,0.002312569,0.001,0.002312569,0.001,0.002312569,0.001,14.65948374,47.31862107,10.08385157,2.115124907,0.276342001,0.060757081
57.82582583,0.2,0.464059549,0.069765256,0.004110376,0.001,0.00232024,0.002375563,0.010098358,0.00232024,0.001,0.00232024,0.001,0.00232024,0.001,0.00232024,0.001,0.00232024,0.001,0.00232024,0.001,18.0056988,48.04650296,9.752262555,2.039042048,0.267778398,0.058717435
57.99199199,0.2,0.465596461,0.092266053,0.004897695,0.001,0.002327925,0.00230234,0.009808334,0.002327925,0.001,0.002327925,0.001,0.002327925,0.001,0.002327925,0.001,0.002327925,0.001,0.002327925,0.001,21.84355894,48.49069883,9.431516121,1.965725006,0.259496785,0.056747874
58.15815816,0.2,0.467136382,0.122008346,0.005963886,0.001,0.002335626,0.002231436,0.00952054,0.002335626,0.001,0.002335626,0.001,0.002335626,0.001,0.002335626,0.001,0.002335626,0.001,0.002335626,0.001,26.16021281,48.68779392,9.121267393,1.895073148,0.251469665,0.054845936
58.32432432,0.2,0.468679304,0.161311004,0.007427119,0.001,0.002343341,0.002162775,0.009241437,0.002343341,0.001,0.002343341,0.001,0.002343341,0.001,0.002343341,0.001,0.002343341,0.001,0.002343341,0.001,30.92101162,48.67127822,8.821160901,1.826989414,0.243679604,0.053009251
58.49049049,0.2,0.470225218,0.213226718,0.009382648,0.001,0.002351072,0.002096289,0.008970949,0.002351072,0.001,0.002351072,0.001,0.002351072,0.001,0.002351072,0.001,0.002351072,0.001,0.002351072,0.001,36.07065772,48.47127722,8.530891571,1.761380248,0.236136815,0.051235531
58.65665666,0.2,0.471774118,0.2817677,0.012008077,0.001,0.002358817,0.00203191,0.008709022,0.002358817,0.001,0.002358817,0.001,0.002358817,0.001,0.002358817,0.001,0.002358817,0.001,0.002358817,0.001,41.53573115,48.11459577,8.25014907,1.69815543,0.228834934,0.04952257
58.82282282,0.2,0.473325994,0.372195905,0.015522144,0.001,0.002366577,0.001969565,0.008455628,0.002366577,0.001,0.002366577,0.001,0.002366577,0.001,0.002366577,0.001,0.002366577,0.001,0.002366577,0.001,47.22947912,47.62491694,7.978630168,1.637228014,0.221768135,0.047868243
58.98898899,0.2,0.474880838,0.491392584,0.020217024,0.001,0.002374353,0.001909183,0.00821076,0.002374353,0.001,0.002374353,0.001,0.002374353,0.001,0.002374353,0.001,0.002374353,0.001,0.002374353,0.001,53.0588139,47.02306983,7.716016271,1.578514159,0.21493114,0.046270497
59.15515516,0.2,0.476438643,0.64832238,0.026474014,0.001,0.002382143,0.001850706,0.007974436,0.002382143,0.001,0.002382143,0.001,0.002382143,0.001,0.002382143,0.001,0.002382143,0.001,0.002382143,0.001,58.92485261,46.32731368,7.462033665,1.52193308,0.208319229,0.044727356
59.32132132,0.2,0.477999399,0.854605029,0.034801998,0.001,0.002389947,0.001794072,0.007746698,0.002389947,0.001,0.002389947,0.001,0.002389947,0.001,0.002389947,0.001,0.002389947,0.001,0.002389947,0.001,64.73256335,45.55362221,7.216406131,1.467406886,0.201928251,0.043236912
59.48748749,0.2,0.479563098,1.125200071,0.045873416,0.001,0.002397767,0.00173922,0.007527615,0.002397767,0.001,0.002397767,0.001,0.002397767,0.001,0.002397767,0.001,0.002397767,0.001,0.002397767,0.001,70.39366227,44.71594675,6.978867655,1.414860533,0.195754436,0.041797328
59.65365365,0.2,0.481129732,1.479192773,0.060574512,0.001,0.002405601,0.001686094,0.007317277,0.002405601,0.001,0.002405601,0.001,0.002405601,0.001,0.002405601,0.001,0.002405601,0.001,0.002405601,0.001,75.82870019,43.8264569,6.749150386,1.364221671,0.189743985,0.040406827
59.81981982,0.2,0.482699291,1.940636321,0.080083239,0.001,0.00241345,0.001634639,0.007115805,0.00241345,0.001,0.00241345,0.001,0.00241345,0.001,0.00241345,0.001,0.00241345,0.001,0.00241345,0.001,80.96723368,42.89575637,6.527010507,1.315420603,0.183923593,0.039063701
59.98598599,0.2,0.484271767,2.539347043,0.105957629,0.001,0.002421313,0.0015848,0.006923341,0.002421313,0.001,0.002421313,0.001,0.002421313,0.001,0.002421313,0.001,0.002421313,0.001,0.002421313,0.001,85.76015663,41.93307445,6.312210657,1.268390141,0.1782874,0.037766299
60.15215215,0.2,0.485847151,3.311455874,0.140263014,0.001,0.002429191,0.001536525,0.006740057,0.002429191,0.001,0.002429191,0.001,0.002429191,0.001,0.002429191,0.001,0.002429191,0.001,0.002429191,0.001,90.1645041,40.94643499,6.10452368,1.223065565,0.172829841,0.03651303
60.31831832,0.2,0.487425434,4.299383869,0.185727715,0.001,0.002437083,0.001489764,0.00656615,0.002437083,0.001,0.002437083,0.001,0.002437083,0.001,0.002437083,0.001,0.002437083,0.001,0.002437083,0.001,94.15167155,39.94280475,5.903697248,1.17938449,0.167545655,0.03530236
60.48448448,0.2,0.489006606,5.550736408,0.245942205,0.001,0.00244499,0.001444467,0.006390445,0.00244499,0.001,0.00244499,0.001,0.00244499,0.001,0.00244499,0.001,0.00244499,0.001,0.00244499,0.001,97.69874295,38.92822348,5.709514204,1.137286827,0.162429888,0.034132807
60.65065065,0.2,0.49059066,7.115443479,0.325636987,0.001,0.002452912,0.001400589,0.006215736,0.002452912,0.001,0.002452912,0.001,0.002452912,0.001,0.002452912,0.001,0.002452912,0.001,0.002452912,0.001,100.79608,37.90791777,5.521773213,1.096714658,0.1574779,0.033002945
60.81681682,0.2,0.492177584,9.040413033,0.431019553,0.001,0.002460847,0.001358082,0.006046508,0.002460847,0.001,0.002460847,0.001,0.002460847,0.001,0.002460847,0.001,0.002460847,0.001,0.002460847,0.001,103.4370949,36.88640069,5.340274907,1.057612203,0.152685372,0.031911396
60.98298298,0.2,0.49376737,11.36120283,0.570192519,0.001,0.002468797,0.001316903,0.005882569,0.002468797,0.001,0.002468797,0.001,0.002468797,0.001,0.002468797,0.001,0.002468797,0.001,0.002468797,0.001,105.6343166,35.86755895,5.164793101,1.019925698,0.148040262,0.030856832
61.14914915,0.2,0.495360009,14.09101241,0.75368069,0.001,0.002476761,0.001277009,0.005723731,0.002476761,0.001,0.002476761,0.001,0.002476761,0.001,0.002476761,0.001,0.002476761,0.001,0.002476761,0.001,107.3967957,34.85472927,4.995110478,0.983603368,0.143533242,0.029837972
61.31531532,0.2,0.49695549,17.20878142,0.995087617,0.001,0.00248474,0.001238359,0.00556981,0.00248474,0.001,0.00248474,0.001,0.00248474,0.001,0.00248474,0.001,0.00248474,0.001,0.00248474,0.001,108.7449189,33.8507652,4.83105409,0.948595312,0.139166244,0.028853578
61.48148148,0.2,0.498553804,20.65008578,1.312160112,0.001,0.002492732,0.001200913,0.005420627,0.002492732,0.001,0.002492732,0.001,0.002492732,0.001,0.002492732,0.001,0.002492732,0.001,0.002492732,0.001,109.7035843,32.85809582,4.672439953,0.914853475,0.134934788,0.027902461
