days,pop_chronic,pop_chronic_flow,pop_2nd,pop_2nd_flow,pop_3rd,pop_3rd_flow,pop,pop_flow,pop9_flow,pop9,pop8_flow,pop8,pop7_flow,pop7,pop6_flow,pop6,pop5_flow,pop5,pop4_flow,pop4,pop3_flow,pop3,pop2_flow,pop2,pop1_flow,pop1
0,0.2,0,0.001,0,0.001,0,0.001,0,0,0.001,0,0.001,0,0.001,0,0.001,0,0.001,0,0.001,0,0.001,0,0.001,0,0.001
0.166166166,0.2,6.06E-21,0.001,2.94E-12,0.001,2.94E-12,0.001022423,3.13E-12,2.94E-12,0.001,2.94E-12,0.001,2.94E-12,0.001,2.94E-12,0.001,2.94E-12,0.001,2.94E-12,0.001,2.94E-12,0.001,2.94E-12,0.001,2.94E-12,0.001
0.332332332,0.2,1.06E-12,0.001,3.75E-10,0.001,3.75E-10,0.001180331,3.96E-10,3.75E-10,0.001,3.75E-10,0.001,3.75E-10,0.001,3.75E-10,0.001,3.75E-10,0.001,3.75E-10,0.001,3.75E-10,0.001,3.75E-10,0.001,3.75E-10,0.001
0.498498498,0.2,4.56E-09,0.001,2.2E-07,0.001,2.2E-07,0.001462793,2.93E-07,2.2E-07,0.001,2.2E-07,0.001,2.2E-07,0.001,2.2E-07,0.001,2.2E-07,0.001,2.2E-07,0.001,2.2E-07,0.001,2.2E-07,0.001,2.2E-07,0.001
0.664664665,0.2,4.92E-07,0.001,1.01E-06,0.001,1.01E-06,0.001878656,1.3E-06,1.01E-06,0.001,1.01E-06,0.001,1.01E-06,0.001,1.01E-06,0.001,1.01E-06,0.001,1.01E-06,0.001,1.01E-06,0.001,1.01E-06,0.001,1.01E-06,0.001
0.830830831,0.2,1.14E-05,0.001,2.59E-06,0.001,2.59E-06,0.002453023,3.05E-06,2.59E-06,0.001,2.59E-06,0.001,2.59E-06,0.001,2.59E-06,0.001,2.59E-06,0.001,2.59E-06,0.001,2.59E-06,0.001,2.59E-06,0.001,2.59E-06,0.001
0.996996997,0.2,9.4E-05,0.001,6.28E-06,0.001,6.28E-06,0.00322677,6.88E-06,6.28E-06,0.001,6.28E-06,0.001,6.28E-06,0.001,6.28E-06,0.001,6.28E-06,0.001,6.28E-06,0.001,6.28E-06,0.001,6.28E-06,0.001,6.28E-06,0.001
1.163163163,0.2,0.000429349,0.001,2.02E-05,0.001,2.02E-05,0.00425838,1.41E-05,2.02E-05,0.001,2.02E-05,0.001,2.02E-05,0.001,2.02E-05,0.001,2.02E-05,0.001,2.02E-05,0.001,2.02E-05,0.001,2.02E-05,0.001,2.02E-05,0.001
1.329329329,0.2,0.001359874,0.001,3.82E-05,0.001,3.82E-05,0.005627729,2.65E-05,3.82E-05,0.001,3.82E-05,0.001,3.82E-05,0.001,3.82E-05,0.001,3.82E-05,0.001,3.82E-05,0.001,3.82E-05,0.001,3.82E-05,0.001,3.82E-05,0.001
1.495495495,0.2,0.003291106,0.001,5.63E-05,0.001,5.63E-05,0.007441932,4.55E-05,5.63E-05,0.001,5.63E-05,0.001,5.63E-05,0.001,5.63E-05,0.001,5.63E-05,0.001,5.63E-05,0.001,5.63E-05,0.001,5.63E-05,0.001,5.63E-05,0.001
1.661661662,0.2,0.006570983,0.001,7.45E-05,0.001,7.45E-05,0.009843523,7.33E-05,7.45E-05,0.001,7.45E-05,0.001,7.45E-05,0.001,7.45E-05,0.001,7.45E-05,0.001,7.45E-05,0.001,7.45E-05,0.001,7.45E-05,0.001,7.45E-05,0.001
1.827827828,0.2,0.011367032,0.001,9.3E-05,0.001,9.3E-05,0.013021475,0.000112743,9.3E-05,0.001,9.3E-05,0.001,9.3E-05,0.001,9.3E-05,0.001,9.3E-05,0.001,9.3E-05,0.001,9.3E-05,0.001,9.3E-05,0.001,9.3E-05,0.001
1.993993994,0.2,0.017609009,0.001,0.000119925,0.001,0.000119925,0.017225982,0.000166819,0.000119925,0.001,0.000119925,0.001,0.000119925,0.001,0.000119925,0.001,0.000119925,0.001,0.000119925,0.001,0.000119925,0.001,0.000119925,0.001,0.000119925,0.001
2.16016016,0.2,0.025129287,0.001,0.000148803,0.001,0.000148803,0.022788055,0.000238734,0.000148803,0.001,0.000148803,0.001,0.000148803,0.001,0.000148803,0.001,0.000148803,0.001,0.000148803,0.001,0.000148803,0.001,0.000148803,0.001,0.000148803,0.001
2.326326326,0.2,0.033539087,0.001,0.000177926,0.001,0.000177926,0.030145426,0.00033317,0.000177926,0.001,0.000177926,0.001,0.000177926,0.001,0.000177926,0.001,0.000177926,0.001,0.000177926,0.001,0.000177926,0.001,0.000177926,0.001,0.000177926,0.001
2.492492492,0.2,0.04242131,0.001,0.000207296,0.001,0.000207296,0.039876735,0.000456283,0.000207296,0.001,0.000207296,0.001,0.000207296,0.001,0.000207296,0.001,0.000207296,0.001,0.000207296,0.001,0.000207296,0.001,0.000207296,0.001,0.000207296,0.001
2.658658659,0.2,0.051529153,0.001,0.000236915,0.001,0.000236915,0.052746654,0.000615797,0.000236915,0.001,0.000236915,0.001,0.000236915,0.001,0.000236915,0.001,0.000236915,0.001,0.000236915,0.001,0.000236915,0.001,0.000236915,0.001,0.000236915,0.001
2.824824825,0.2,0.060488133,0.001,0.000266859,0.001,0.000266859,0.069765256,0.000822314,0.000266859,0.001,0.000266859,0.001,0.000266859,0.001,0.000266859,0.001,0.000266859,0.001,0.000266859,0.001,0.000266859,0.001,0.000266859,0.001,0.000266859,0.001
2.990990991,0.2,0.069036117,0.001,0.00029706,0.001,0.00029706,0.092266053,0.001090331,0.00029706,0.001,0.00029706,0.001,0.00029706,0.001,0.00029706,0.001,0.00029706,0.001,0.00029706,0.001,0.00029706,0.001,0.00029706,0.001,0.00029706,0.001
3.157157157,0.2,0.077180278,0.001,0.000327515,0.001,0.000327515,0.122008346,0.001436415,0.000327515,0.001,0.000327515,0.001,0.000327515,0.001,0.000327515,0.001,0.000327515,0.001,0.000327515,0.001,0.000327515,0.001,0.000327515,0.001,0.000327515,0.001
3.323323323,0.2,0.084558917,0.001,0.000358224,0.001,0.000358224,0.161311004,0.001888074,0.000358224,0.001,0.000358224,0.001,0.000358224,0.001,0.000358224,0.001,0.000358224,0.001,0.000358224,0.001,0.000358224,0.001,0.000358224,0.001,0.000358224,0.001
3.489489489,0.2,0.091316192,0.001,0.000388266,0.001,0.000388266,0.213226718,0.00247946,0.000388266,0.001,0.000388266,0.001,0.000388266,0.001,0.000388266,0.001,0.000388266,0.001,0.000388266,0.001,0.000388266,0.001,0.000388266,0.001,0.000388266,0.001
3.655655656,0.2,0.097397535,0.001,0.00039952,0.001,0.00039952,0.2817677,0.003256005,0.00039952,0.001,0.00039952,0.001,0.00039952,0.001,0.00039952,0.001,0.00039952,0.001,0.00039952,0.001,0.00039952,0.001,0.00039952,0.001,0.00039952,0.001
3.821821822,0.2,0.102701293,0.001,0.000410862,0.001,0.000410862,0.372195905,0.004278766,0.000410862,0.001,0.000410862,0.001,0.000410862,0.001,0.000410862,0.001,0.000410862,0.001,0.000410862,0.001,0.000410862,0.001,0.000410862,0.001,0.000410862,0.001
3.987987988,0.2,0.107496007,0.001,0.000422294,0.001,0.000422294,0.491392584,0.005627678,0.000422294,0.001,0.000422294,0.001,0.000422294,0.001,0.000422294,0.001,0.000422294,0.001,0.000422294,0.001,0.000422294,0.001,0.000422294,0.001,0.000422294,0.001
4.154154154,0.2,0.111690093,0.001,0.000433815,0.001,0.000433815,0.64832238,0.007409417,0.000433815,0.001,0.000433815,0.001,0.000433815,0.001,0.000433815,0.001,0.000433815,0.001,0.000433815,0.001,0.000433815,0.001,0.000433815,0.001,0.000433815,0.001
4.32032032,0.2,0.115384942,0.001,0.000445426,0.001,0.000445426,0.854605029,0.009766866,0.000445426,0.001,0.000445426,0.001,0.000445426,0.001,0.000445426,0.001,0.000445426,0.001,0.000445426,0.001,0.000445426,0.001,0.000445426,0.001,0.000445426,0.001
4.486486486,0.2,0.118675078,0.001,0.000457128,0.001,0.000457128,1.125200071,0.012889875,0.000457128,0.001,0.000457128,0.001,0.000457128,0.001,0.000457128,0.001,0.000457128,0.001,0.000457128,0.001,0.000457128,0.001,0.000457128,0.001,0.000457128,0.001
4.652652653,0.2,0.121628766,0.001,0.000468921,0.001,0.000468921,1.479192773,0.017030606,0.000468921,0.001,0.000468921,0.001,0.000468921,0.001,0.000468921,0.001,0.000468921,0.001,0.000468921,0.001,0.000468921,0.001,0.000468921,0.001,0.000468921,0.001
4.818818819,0.2,0.124549279,0.001,0.000480806,0.001,0.000480806,1.940636321,0.022524539,0.000480806,0.001,0.000480806,0.001,0.000480806,0.001,0.000480806,0.001,0.000480806,0.001,0.000480806,0.001,0.000480806,0.001,0.000480806,0.001,0.000480806,0.001
4.984984985,0.2,0.127150004,0.001,0.000492782,0.001,0.000492782,2.539347043,0.029814476,0.000492782,0.001,0.000492782,0.001,0.000492782,0.001,0.000492782,0.001,0.000492782,0.001,0.000492782,0.001,0.000492782,0.001,0.000492782,0.001,0.000492782,0.001
5.151151151,0.2,0.129426685,0.001,0.000504852,0.001,0.000504852,3.311455874,0.039487945,0.000504852,0.001,0.000504852,0.001,0.000504852,0.001,0.000504852,0.001,0.000504852,0.001,0.000504852,0.001,0.000504852,0.001,0.000504852,0.001,0.000504852,0.001
5.317317317,0.2,0.131375031,0.001,0.000517014,0.001,0.000517014,4.299383869,0.052320518,0.000517014,0.001,0.000517014,0.001,0.000517014,0.001,0.000517014,0.001,0.000517014,0.001,0.000517014,0.001,0.000517014,0.001,0.000517014,0.001,0.000517014,0.001
5.483483483,0.2,0.13299072,0.001,0.00052927,0.001,0.00052927,5.550736408,0.069335955,0.00052927,0.001,0.00052927,0.001,0.00052927,0.001,0.00052927,0.001,0.00052927,0.001,0.00052927,0.001,0.00052927,0.001,0.00052927,0.001,0.00052927,0.001
5.64964965,0.2,0.134492658,0.001,0.000541621,0.001,0.000541621,7.115443479,0.091880498,0.000541621,0.001,0.000541621,0.001,0.000541621,0.001,0.000541621,0.001,0.000541621,0.001,0.000541621,0.001,0.000541621,0.001,0.000541621,0.001,0.000541621,0.001
5.815815816,0.2,0.136029756,0.001,0.000554066,0.001,0.000554066,9.040413033,0.121722292,0.000554066,0.001,0.000554066,0.001,0.000554066,0.001,0.000554066,0.001,0.000554066,0.001,0.000554066,0.001,0.000554066,0.001,0.000554066,0.001,0.000554066,0.001
5.981981982,0.2,0.137385285,0.001,0.000566606,0.001,0.000566606,11.36120283,0.161177568,0.000566606,0.001,0.000566606,0.001,0.000566606,0.001,0.000566606,0.001,0.000566606,0.001,0.000566606,0.001,0.000566606,0.001,0.000566606,0.001,0.000566606,0.001
6.148148148,0.2,0.138556846,0.001,0.000579242,0.001,0.000579242,14.09101241,0.213263505,0.000579242,0.001,0.000579242,0.001,0.000579242,0.001,0.000579242,0.001,0.000579242,0.001,0.000579242,0.001,0.000579242,0.001,0.000579242,0.001,0.000579242,0.001
6.314314314,0.2,0.139542023,0.001,0.000591975,0.001,0.000591975,17.20878142,0.281852744,0.000591975,0.001,0.000591975,0.001,0.000591975,0.001,0.000591975,0.001,0.000591975,0.001,0.000591975,0.001,0.000591975,0.001,0.000591975,0.001,0.000591975,0.001
6.48048048,0.2,0.140338381,0.001,0.000604804,0.001,0.000604804,20.65008578,0.37194036,0.000604804,0.001,0.000604804,0.001,0.000604804,0.001,0.000604804,0.001,0.000604804,0.001,0.000604804,0.001,0.000604804,0.001,0.000604804,0.001,0.000604804,0.001
6.646646647,0.2,0.141246358,0.001,0.00061773,0.001,0.00061773,24.30575317,0.489863625,0.00061773,0.001,0.00061773,0.001,0.00061773,0.001,0.00061773,0.001,0.00061773,0.001,0.00061773,0.001,0.00061773,0.001,0.00061773,0.001,0.00061773,0.001
6.812812813,0.2,0.142126445,0.001,0.000630755,0.001,0.000630755,28.03204196,0.643586603,0.000630755,0.001,0.000630755,0.001,0.000630755,0.001,0.000630755,0.001,0.000630755,0.001,0.000630755,0.001,0.000630755,0.001,0.000630755,0.001,0.000630755,0.001
6.978978979,0.2,0.142927393,0.001,0.000643878,0.001,0.000643878,31.6719437,0.842719123,0.000643878,0.001,0.000643878,0.001,0.000643878,0.001,0.000643878,0.001,0.000643878,0.001,0.000643878,0.001,0.000643878,0.001,0.000643878,0.001,0.000643878,0.001
7.145145145,0.2,0.143648154,0.001,0.000657099,0.001,0.000657099,35.08134063,1.098923838,0.000657099,0.001,0.000657099,0.001,0.000657099,0.001,0.000657099,0.001,0.000657099,0.001,0.000657099,0.001,0.000657099,0.001,0.000657099,0.001,0.000657099,0.001
7.311311311,0.2,0.144287673,0.001,0.000670421,0.001,0.000670421,38.15049071,1.426400024,0.000670421,0.001,0.000670421,0.001,0.000670421,0.001,0.000670421,0.001,0.000670421,0.001,0.000670421,0.001,0.000670421,0.001,0.000670421,0.001,0.000670421,0.001
7.477477477,0.2,0.144880632,0.001,0.000683842,0.001,0.000683842,40.81371983,1.839266264,0.000683842,0.001,0.000683842,0.001,0.000683842,0.001,0.000683842,0.001,0.000683842,0.001,0.000683842,0.001,0.000683842,0.001,0.000683842,0.001,0.000683842,0.001
7.643643644,0.2,0.14556435,0.001,0.000697364,0.001,0.000697364,43.04669898,2.354453739,0.000697364,0.001,0.000697364,0.001,0.000697364,0.001,0.000697364,0.001,0.000697364,0.001,0.000697364,0.001,0.000697364,0.001,0.000697364,0.001,0.000697364,0.001
7.80980981,0.2,0.146225208,0.001,0.000702963,0.001,0.000702963,44.85618434,2.988558574,0.000702963,0.001,0.000702963,0.001,0.000702963,0.001,0.000702963,0.001,0.000702963,0.001,0.000702963,0.001,0.000702963,0.001,0.000702963,0.001,0.000702963,0.001
7.975975976,0.2,0.146862888,0.001,0.000707356,0.001,0.000707356,46.26823082,3.757063911,0.000707356,0.001,0.000707356,0.001,0.000707356,0.001,0.000707356,0.001,0.000707356,0.001,0.000707356,0.001,0.000707356,0.001,0.000707356,0.001,0.000707356,0.001
8.142142142,0.2,0.147477069,0.001,0.000711772,0.001,0.000711772,47.31862107,4.672916047,0.000711772,0.001,0.000711772,0.001,0.000711772,0.001,0.000711772,0.001,0.000711772,0.001,0.000711772,0.001,0.000711772,0.001,0.000711772,0.001,0.000711772,0.001
8.308308308,0.2,0.148067428,0.001,0.000716212,0.001,0.000716212,48.04650296,5.74476773,0.000716212,0.001,0.000716212,0.001,0.000716212,0.001,0.000716212,0.001,0.000716212,0.001,0.000716212,0.001,0.000716212,0.001,0.000716212,0.001,0.000716212,0.001
8.474474474,0.2,0.148672143,0.001,0.000720675,0.001,0.000720675,48.49069883,6.975620381,0.000720675,0.001,0.000720675,0.001,0.000720675,0.001,0.000720675,0.001,0.000720675,0.001,0.000720675,0.001,0.000720675,0.001,0.000720675,0.001,0.000720675,0.001
8.640640641,0.2,0.149301759,0.001,0.000725162,0.001,0.000725162,48.68779392,8.361867781,0.000725162,0.001,0.000725162,0.001,0.000725162,0.001,0.000725162,0.001,0.000725162,0.001,0.000725162,0.001,0.000725162,0.001,0.000725162,0.001,0.000725162,0.001
8.806806807,0.2,0.149933769,0.001,0.000729672,0.001,0.000729672,48.67127822,9.892927716,0.000729672,0.001,0.000729672,0.001,0.000729672,0.001,0.000729672,0.001,0.000729672,0.001,0.000729672,0.001,0.000729672,0.001,0.000729672,0.001,0.000729672,0.001
8.972972973,0.2,0.150568177,0.001,0.000734206,0.001,0.000734206,48.47127722,11.55145448,0.000734206,0.001,0.000734206,0.001,0.000734206,0.001,0.000734206,0.001,0.000734206,0.001,0.000734206,0.001,0.000734206,0.001,0.000734206,0.001,0.000734206,0.001
9.139139139,0.2,0.151204993,0.001,0.000738765,0.001,0.000738765,48.11459577,13.3143182,0.000738765,0.001,0.000738765,0.001,0.000738765,0.001,0.000738765,0.001,0.000738765,0.001,0.000738765,0.001,0.000738765,0.001,0.000738765,0.001,0.000738765,0.001
9.305305305,0.2,0.151844221,0.001,0.000743347,0.001,0.000743347,47.62491694,15.15418141,0.000743347,0.001,0.000743347,0.001,0.000743347,0.001,0.000743347,0.001,0.000743347,0.001,0.000743347,0.001,0.000743347,0.001,0.000743347,0.001,0.000743347,0.001
9.471471471,0.2,0.152485869,0.001,0.000747953,0.001,0.000747953,47.02306983,17.04060312,0.000747953,0.001,0.000747953,0.001,0.000747953,0.001,0.000747953,0.001,0.000747953,0.001,0.000747953,0.001,0.000747953,0.001,0.000747953,0.001,0.000747953,0.001
9.637637638,0.2,0.153129943,0.001,0.000752584,0.001,0.000752584,46.32731368,18.94234271,0.000752584,0.001,0.000752584,0.001,0.000752584,0.001,0.000752584,0.001,0.000752584,0.001,0.000752584,0.001,0.000752584,0.001,0.000752584,0.001,0.000752584,0.001
9.803803804,0.2,0.153776451,0.001,0.000757239,0.001,0.000757239,45.55362221,20.82909241,0.000757239,0.001,0.000757239,0.001,0.000757239,0.001,0.000757239,0.001,0.000757239,0.001,0.000757239,0.001,0.000757239,0.001,0.000757239,0.001,0.000757239,0.001
9.96996997,0.2,0.154425399,0.001,0.000761918,0.001,0.000761918,44.71594675,22.67139783,0.000761918,0.001,0.000761918,0.001,0.000761918,0.001,0.000761918,0.001,0.000761918,0.001,0.000761918,0.001,0.000761918,0.001,0.000761918,0.001,0.000761918,0.001
10.13613614,0.2,0.155076794,0.001,0.000766622,0.001,0.000766622,43.8264569,24.44503831,0.000766622,0.001,0.000766622,0.001,0.000766622,0.001,0.000766622,0.001,0.000766622,0.001,0.000766622,0.001,0.000766622,0.001,0.000766622,0.001,0.000766622,0.001
10.3023023,0.2,0.155730643,0.001,0.000771351,0.001,0.000771351,42.89575637,26.12739639,0.000771351,0.001,0.000771351,0.001,0.000771351,0.001,0.000771351,0.001,0.000771351,0.001,0.000771351,0.001,0.000771351,0.001,0.000771351,0.001,0.000771351,0.001
10.46846847,0.2,0.156386952,0.001,0.000776104,0.001,0.000776104,41.93307445,27.70043443,0.000776104,0.001,0.000776104,0.001,0.000776104,0.001,0.000776104,0.001,0.000776104,0.001,0.000776104,0.001,0.000776104,0.001,0.000776104,0.001,0.000776104,0.001
10.63463463,0.2,0.157045728,0.001,0.000780883,0.001,0.000780883,40.94643499,29.15060684,0.000780883,0.001,0.000780883,0.001,0.000780883,0.001,0.000780883,0.001,0.000780883,0.001,0.000780883,0.001,0.000780883,0.001,0.000780883,0.001,0.000780883,0.001
10.8008008,0.2,0.157706978,0.001,0.000785686,0.001,0.000785686,39.94280475,30.46730786,0.000785686,0.001,0.000785686,0.001,0.000785686,0.001,0.000785686,0.001,0.000785686,0.001,0.000785686,0.001,0.000785686,0.001,0.000785686,0.001,0.000785686,0.001
10.96696697,0.2,0.158370709,0.001,0.000790514,0.001,0.000790514,38.92822348,31.64416639,0.000790514,0.001,0.000790514,0.001,0.000790514,0.001,0.000790514,0.001,0.000790514,0.001,0.000790514,0.001,0.000790514,0.001,0.000790514,0.001,0.000790514,0.001
11.13313313,0.2,0.159036927,0.001,0.000795368,0.001,0.000795368,37.90791777,32.67718341,0.000795368,0.001,0.000795368,0.001,0.000795368,0.001,0.000795368,0.001,0.000795368,0.001,0.000795368,0.001,0.000795368,0.001,0.000795368,0.001,0.000795368,0.001
11.2992993,0.2,0.159705639,0.001,0.000800247,0.001,0.000800247,36.88640069,33.56515548,0.000800247,0.001,0.000800247,0.001,0.000800247,0.001,0.000800247,0.001,0.000800247,0.001,0.000800247,0.001,0.000800247,0.001,0.000800247,0.001,0.000800247,0.001
11.46546547,0.2,0.160376853,0.001,0.000805151,0.001,0.000805151,35.86755895,34.31012261,0.000805151,0.001,0.000805151,0.001,0.000805151,0.001,0.000805151,0.001,0.000805151,0.001,0.000805151,0.001,0.000805151,0.001,0.000805151,0.001,0.000805151,0.001
11.63163163,0.2,0.161050573,0.001,0.00081008,0.001,0.00081008,34.85472927,34.91632518,0.00081008,0.001,0.00081008,0.001,0.00081008,0.001,0.00081008,0.001,0.00081008,0.001,0.00081008,0.001,0.00081008,0.001,0.00081008,0.001,0.00081008,0.001
11.7977978,0.2,0.161726809,0.001,0.000815036,0.001,0.000815036,33.8507652,35.38963478,0.000815036,0.001,0.000815036,0.001,0.000815036,0.001,0.000815036,0.001,0.000815036,0.001,0.000815036,0.001,0.000815036,0.001,0.000815036,0.001,0.000815036,0.001
11.96396396,0.2,0.162405565,0.001,0.000818841,0.001,0.000818841,32.85809582,35.73716266,0.000818841,0.001,0.000818841,0.001,0.000818841,0.001,0.000818841,0.001,0.000818841,0.001,0.000818841,0.001,0.000818841,0.001,0.000818841,0.001,0.000818841,0.001
12.13013013,0.2,0.163086849,0.001,0.000822123,0.001,0.000822123,31.87877714,35.96588645,0.000822123,0.001,0.000822123,0.001,0.000822123,0.001,0.000822123,0.001,0.000822123,0.001,0.000822123,0.001,0.000822123,0.001,0.000822123,0.001,0.000822123,0.001
12.2962963,0.2,0.163770668,0.001,0.000825417,0.001,0.000825417,30.91453733,36.08399308,0.000825417,0.001,0.000825417,0.001,0.000825417,0.001,0.000825417,0.001,0.000825417,0.001,0.000825417,0.001,0.000825417,0.001,0.000825417,0.001,0.000825417,0.001
12.46246246,0.2,0.164457028,0.001,0.000828723,0.001,0.000828723,29.96681651,36.09984102,0.000828723,0.001,0.000828723,0.001,0.000828723,0.001,0.000828723,0.001,0.000828723,0.001,0.000828723,0.001,0.000828723,0.001,0.000828723,0.001,0.000828723,0.001
12.62862863,0.2,0.165145936,0.001,0.00083204,0.001,0.00083204,29.0368023,36.02186572,0.00083204,0.001,0.00083204,0.001,0.00083204,0.001,0.00083204,0.001,0.00083204,0.001,0.00083204,0.001,0.00083204,0.001,0.00083204,0.001,0.00083204,0.001
12.79479479,0.2,0.165837399,0.001,0.000835368,0.001,0.000835368,28.12545861,35.85893648,0.000835368,0.001,0.000835368,0.001,0.000835368,0.001,0.000835368,0.001,0.000835368,0.001,0.000835368,0.001,0.000835368,0.001,0.000835368,0.001,0.000835368,0.001
12.96096096,0.2,0.166531423,0.001,0.000838709,0.001,0.000838709,27.23355526,35.6191701,0.000838709,0.001,0.000838709,0.001,0.000838709,0.001,0.000838709,0.001,0.000838709,0.001,0.000838709,0.001,0.000838709,0.001,0.000838709,0.001,0.000838709,0.001
13.12712713,0.2,0.167228016,0.001,0.000842061,0.001,0.000842061,26.36169095,35.31089146,0.000842061,0.001,0.000842061,0.001,0.000842061,0.001,0.000842061,0.001,0.000842061,0.001,0.000842061,0.001,0.000842061,0.001,0.000842061,0.001,0.000842061,0.001
13.29329329,0.2,0.167927183,0.001,0.000845424,0.001,0.000845424,25.51031446,34.941659,0.000845424,0.001,0.000845424,0.001,0.000845424,0.001,0.000845424,0.001,0.000845424,0.001,0.000845424,0.001,0.000845424,0.001,0.000845424,0.001,0.000845424,0.001
13.45945946,0.2,0.168628931,0.001,0.000848799,0.001,0.000848799,24.67974342,34.51866697,0.000848799,0.001,0.000848799,0.001,0.000848799,0.001,0.000848799,0.001,0.000848799,0.001,0.000848799,0.001,0.000848799,0.001,0.000848799,0.001,0.000848799,0.001
13.62562563,0.2,0.169333268,0.001,0.000852186,0.001,0.000852186,23.87018094,34.04908544,0.000852186,0.001,0.000852186,0.001,0.000852186,0.001,0.000852186,0.001,0.000852186,0.001,0.000852186,0.001,0.000852186,0.001,0.000852186,0.001,0.000852186,0.001
13.79179179,0.2,0.170040199,0.001,0.000855585,0.001,0.000855585,23.08173021,33.53857269,0.000855585,0.001,0.000855585,0.001,0.000855585,0.001,0.000855585,0.001,0.000855585,0.001,0.000855585,0.001,0.000855585,0.001,0.000855585,0.001,0.000855585,0.001
13.95795796,0.2,0.170749732,0.001,0.000858995,0.001,0.000858995,22.31440754,32.99334038,0.000858995,0.001,0.000858995,0.001,0.000858995,0.001,0.000858995,0.001,0.000858995,0.001,0.000858995,0.001,0.000858995,0.001,0.000858995,0.001,0.000858995,0.001
14.12412412,0.2,0.171461873,0.001,0.000862418,0.001,0.000862418,21.56815378,32.41848492,0.000862418,0.001,0.000862418,0.001,0.000862418,0.001,0.000862418,0.001,0.000862418,0.001,0.000862418,0.001,0.000862418,0.001,0.000862418,0.001,0.000862418,0.001
14.29029029,0.2,0.172176629,0.001,0.000865852,0.001,0.000865852,20.84284461,31.81884225,0.000865852,0.001,0.000865852,0.001,0.000865852,0.001,0.000865852,0.001,0.000865852,0.001,0.000865852,0.001,0.000865852,0.001,0.000865852,0.001,0.000865852,0.001
14.45645646,0.2,0.172894006,0.001,0.000869298,0.001,0.000869298,20.13829951,31.19889083,0.000869298,0.001,0.000869298,0.001,0.000869298,0.001,0.000869298,0.001,0.000869298,0.001,0.000869298,0.001,0.000869298,0.001,0.000869298,0.001,0.000869298,0.001
14.62262262,0.2,0.173614011,0.001,0.000872755,0.001,0.000872755,19.45428974,30.56251423,0.000872755,0.001,0.000872755,0.001,0.000872755,0.001,0.000872755,0.001,0.000872755,0.001,0.000872755,0.001,0.000872755,0.001,0.000872755,0.001,0.000872755,0.001
14.78878879,0.2,0.17433665,0.001,0.000876225,0.001,0.000876225,18.79054547,29.91327698,0.000876225,0.001,0.000876225,0.001,0.000876225,0.001,0.000876225,0.001,0.000876225,0.001,0.000876225,0.001,0.000876225,0.001,0.000876225,0.001,0.000876225,0.001
14.95495495,0.2,0.175061931,0.001,0.000879707,0.001,0.000879707,18.14676204,29.25463364,0.000879707,0.001,0.000879707,0.001,0.000879707,0.001,0.000879707,0.001,0.000879707,0.001,0.000879707,0.001,0.000879707,0.001,0.000879707,0.001,0.000879707,0.001
15.12112112,0.2,0.17578986,0.001,0.0008832,0.001,0.0008832,17.52260563,28.58926062,0.0008832,0.001,0.0008832,0.001,0.0008832,0.001,0.0008832,0.001,0.0008832,0.001,0.0008832,0.001,0.0008832,0.001,0.0008832,0.001,0.0008832,0.001
15.28728729,0.2,0.176520443,0.001,0.000886706,0.001,0.000886706,16.91771798,27.91984292,0.000886706,0.001,0.000886706,0.001,0.000886706,0.001,0.000886706,0.001,0.000886706,0.001,0.000886706,0.001,0.000886706,0.001,0.000886706,0.001,0.000886706,0.001
15.45345345,0.2,0.177252935,0.001,0.000890223,0.001,0.000890223,16.33172084,27.24927817,0.000890223,0.001,0.000890223,0.001,0.000890223,0.001,0.000890223,0.001,0.000890223,0.001,0.000890223,0.001,0.000890223,0.001,0.000890223,0.001,0.000890223,0.001
15.61961962,0.2,0.177987963,0.001,0.000893753,0.001,0.000893753,15.76421991,26.57884395,0.000893753,0.001,0.000893753,0.001,0.000893753,0.001,0.000893753,0.001,0.000893753,0.001,0.000893753,0.001,0.000893753,0.001,0.000893753,0.001,0.000893753,0.001
15.78578579,0.2,0.178725658,0.001,0.000897294,0.001,0.000897294,15.21480833,25.9110471,0.000897294,0.001,0.000897294,0.001,0.000897294,0.001,0.000897294,0.001,0.000897294,0.001,0.000897294,0.001,0.000897294,0.001,0.000897294,0.001,0.000897294,0.001
15.95195195,0.2,0.179466027,0.001,0.000900848,0.001,0.000900848,14.6830696,25.2472001,0.000900848,0.001,0.000900848,0.001,0.000900848,0.001,0.000900848,0.001,0.000900848,0.001,0.000900848,0.001,0.000900848,0.001,0.000900848,0.001,0.000900848,0.001
16.11811812,0.2,0.180209076,0.001,0.000904479,0.001,0.000904479,14.16857957,24.58894074,0.000904479,0.001,0.000904479,0.001,0.000904479,0.001,0.000904479,0.001,0.000904479,0.001,0.000904479,0.001,0.000904479,0.001,0.000904479,0.001,0.000904318,0.001
16.28428428,0.2,0.180954811,0.001,0.000908187,0.001,0.000908187,13.67090929,23.93753985,0.000908187,0.001,0.000908187,0.001,0.000908187,0.001,0.000908187,0.001,0.000908187,0.001,0.000908187,0.001,0.000908187,0.001,0.000908187,0.001,0.000907705,0.001
